Grant_Numbers,records,percent_of_total
U01 HL-56567,1,0.003
U01 HL-56568,1,0.003
U01 HL-56569,1,0.003
U01 HL01 69757,1,0.003
U01 HL038844-15,1,0.003
U01 HL041642-12,1,0.003
U01 HL041642-13,1,0.003
U01 HL041642-13S1,1,0.003
U01 HL041642-14,1,0.003
U01 HL041642-15,1,0.003
U01 HL041642-15S1,1,0.003
U01 HL041642-16,1,0.003
U01 HL041642-17,1,0.003
U01 HL041642-17S1,1,0.003
U01 HL041642-18A1,1,0.003
U01 HL041642-19,1,0.003
U01 HL041642-19S1,1,0.003
U01 HL041642-20,1,0.003
U01 HL041652-11,1,0.003
U01 HL053931,1,0.003
U01 HL054457-09,1,0.003
U01 HL054457-10,1,0.003
U01 HL054464-10,1,0.003
U01 HL054481,1,0.003
U01 HL061744,1,0.003
U01 HL061746,1,0.003
U01 HL061748,1,0.003
U01 HL063804,1,0.003
U01 HL064360,1,0.003
U01 HL064829,1,0.003
U01 HL064829-01A1,1,0.003
U01 HL064829-02,1,0.003
U01 HL064829-03,1,0.003
U01 HL064829-04,1,0.003
U01 HL064829-05,1,0.003
U01 HL065520,1,0.003
U01 HL065521-01,1,0.003
U01 HL065962,1,0.003
U01 HL066845,1,0.003
U01 HL066852,1,0.003
U01 HL066853,1,0.003
U01 HL066855,1,0.003
U01 HL066856,1,0.003
U01 HL066857,1,0.003
U01 HL066858,1,0.003
U01 HL066858-06,1,0.003
U01 HL067893-04,1,0.003
U01 HL067894-04,1,0.003
U01 HL067895,1,0.003
U01 HL067895-04,1,0.003
U01 HL067896-04,1,0.003
U01 HL067898,1,0.003
U01 HL067902,1,0.003
U01 HL069757,1,0.003
U01 HL072494-02,1,0.003
U01 HL072507,1,0.003
U01 HL072515-01,1,0.003
U01 HL072515-06,1,0.003
U01 HL077813,1,0.003
U01 HL079156-01,1,0.003
U01 HL079171-01,1,0.003
U01 HL080295-04,1,0.003
U01 HL080295-05,1,0.003
U01 HL081616,1,0.003
U01 HL081649,1,0.003
U01 HL083-1341,1,0.003
U01 HL084706,1,0.003
U01 HL088655,1,0.003
U01 HL089897,1,0.003
U01 HL096720-01,1,0.003
U01 HL097894,1,0.003
U01 HL099776,1,0.003
U01 HL105198,1,0.003
U01 HL105268,1,0.003
U01 HL105270-02,1,0.003
U01 HL125212-01,1,0.003
U01 HL125215,1,0.003
U01 HL130014,1,0.003
U01 HL137880,1,0.003
U01 HL60570,1,0.003
U01 HL62828,1,0.003
U01 HL66728,1,0.003
U01 HL67893,1,0.003
U01 HL79151,1,0.003
U01 HL79214,1,0.003
U01 HL92217,1,0.003
U01 HL97902,1,0.003
U01 HS008578,1,0.003
U01 HS07386,1,0.003
U01 MH 62207,1,0.003
U01 MH-062207,1,0.003
U01 MH-062209,1,0.003
U01 MH-60220,1,0.003
U01 MH057716-01A1,1,0.003
U01 MH057716-09,1,0.003
U01 MH060220-07,1,0.003
U01 NR004061-17,1,0.003
U01 NS069208-01,1,0.003
U01 NSO41588,1,0.003
U01-066134,1,0.003
U01-154240,1,0.003
U01-41654,1,0.003
U01-5186989-01,1,0.003
U01-64924,1,0.003
U01-AA020790,1,0.003
U01-AA02201,1,0.003
U01-AG-012495,1,0.003
U01-AG-012505,1,0.003
U01-AG-012531,1,0.003
U01-AG-012535,1,0.003
U01-AG-012539,1,0.003
U01-AG-012546,1,0.003
U01-AG-012553,1,0.003
U01-AG-012554,1,0.003
U01-AG-18033,1,0.003
U01-AG016976,1,0.003
U01-AG023712,1,0.003
U01-AG023746,1,0.003
U01-AG023755,1,0.003
U01-AG032984,1,0.003
U01-AG09740,1,0.003
U01-AG09740-11,1,0.003
U01-AG23744,1,0.003
U01-AI-034989,1,0.003
U01-AI-034993,1,0.003
U01-AI-034994,1,0.003
U01-AI-035004,1,0.003
U01-AI-042590,1,0.003
U01-AI-103397,1,0.003
U01-AI-103401,1,0.003
U01-AI-103408,1,0.003
U01-AI-31834,1,0.003
U01-AI-34989,1,0.003
U01-AI-34993,1,0.003
U01-AI-34994,1,0.003
U01-AI-35004,1,0.003
U01-AI-42590,1,0.003
U01-AI103390,1,0.003
U01-CA 154240,1,0.003
U01-CA-176726,1,0.003
U01-CA057030,1,0.003
U01-CA111275,1,0.003
U01-CA113913-08,1,0.003
U01-CA1517361,1,0.003
U01-CA154281,1,0.003
U01-CA199277,1,0.003
U01-CA98216-06,1,0.003
U01-CA98233-07,1,0.003
U01-CA98710-06,1,0.003
U01-CA98758-07,1,0.003
U01-DA10378,1,0.003
U01-DK-060984,1,0.003
U01-DK-094157,1,0.003
U01-DK-094176,1,0.003
U01-DK-105556,1,0.003
U01-DK094463,1,0.003
U01-DK57149-05S1,1,0.003
U01-DK61223,1,0.003
U01-DK61231,1,0.003
U01-DK61249,1,0.003
U01-DK66555,1,0.003
U01-DK66585,1,0.003
U01-DK66667,1,0.003
U01-HD-032632,1,0.003
U01-HD-32632,1,0.003
U01-HD044245-01,1,0.003
U01-HG-006500,1,0.003
U01-HG004168,1,0.003
U01-HG006375,1,0.003
U01-HG006378,1,0.003
U01-HG006379,1,0.003
U01-HG006380,1,0.003
U01-HG006382,1,0.003
U01-HG006385,1,0.003
U01-HG006388,1,0.003
U01-HG006389,1,0.003
U01-HG006500,1,0.003
U01-HG006828,1,0.003
U01-HG006830,1,0.003
U01-HL-108638,1,0.003
U01-HL-126497,1,0.003
U01-HL-145386-01,1,0.003
U01-HL-41166,1,0.003
U01-HL-41642,1,0.003
U01-HL-41652,1,0.003
U01-HL-48943,1,0.003
U01-HL-56563-U01-HL-56569,1,0.003
U01-HL-57139,1,0.003
U01-HL-67893-U01-HL-67902,1,0.003
U01-HL080295,1,0.003
U01-HL084877,1,0.003
U01-HL087071,1,0.003
U01-HL50977,1,0.003
U01-HL64924,1,0.003
U01-HL80295,1,0.003
U01-MH-57716,1,0.003
U01-MH062207,1,0.003
U01-MH062209,1,0.003
U01-MH577165,1,0.003
U01-NR-04061,1,0.003
U01-NR040601,1,0.003
U01-OH11300,1,0.003
U01202979,1,0.003
U01:HL65899,1,0.003
U01AA013566,1,0.003
U01AA016668,1,0.003
U01AA020784,1,0.003
U01AA020790,1,0.003
U01AA022489,1,0.003
U01AA026934,1,0.003
U01AG 012495,1,0.003
U01AG 012546,1,0.003
U01AG020478,1,0.003
U01AG020480,1,0.003
U01AG020487,1,0.003
U01AG022132,1,0.003
U01AG022376-S01,1,0.003
U01AG023712,1,0.003
U01AG023744,1,0.003
U01AG023746,1,0.003
U01AG023755,1,0.003
U01AG032659,1,0.003
U01AG032669,1,0.003
U01AG032682,1,0.003
U01AG032699,1,0.003
U01AG032700,1,0.003
U01AG032984,1,0.003
U01AG045390,1,0.003
U01AG061356,1,0.003
U01AG06781,1,0.003
U01AG09740,1,0.003
U01AG32984,1,0.003
U01AI-031834,1,0.003
U01AI000162,1,0.003
U01AI031834,1,0.003
U01AI034989,1,0.003
U01AI034993,1,0.003
U01AI034994,1,0.003
U01AI035004,1,0.003
U01AI035039,1,0.003
U01AI035040,1,0.003
U01AI035041,1,0.003
U01AI035042,1,0.003
U01AI037613,1,0.003
U01AI037984,1,0.003
U01AI038855,1,0.003
U01AI038858,1,0.003
U01AI042590,1,0.003
U01AI04636,1,0.003
U01AI046362,1,0.003
U01AI068634,1,0.003
U01AI068636,1,0.003
U01AI069432,1,0.003
U01AI069434,1,0.003
U01AI069918,1,0.003
U01AI103390,1,0.003
U01AI103397,1,0.003
U01AI103401,1,0.003
U01AI103408,1,0.003
U01AI46362,1,0.003
U01AT002114-01A1,1,0.003
U01CA008617,1,0.003
U01CA058420,1,0.003
U01CA096134,1,0.003
U01CA164973,1,0.003
U01CA164974,1,0.003
U01CA182364,1,0.003
U01CA195565,1,0.003
U01CA199284,1,0.003
U01CA202979,1,0.003
U01CA86117,1,0.003
U01DA036935,1,0.003
U01DA036939,1,0.003
U01DE017018,1,0.003
U01DK 061734,1,0.003
U01DK-094406,1,0.003
U01DK-094430,1,0.003
U01DK-094431,1,0.003
U01DK-094438,1,0.003
U01DK061713,1,0.003
U01DK061718,1,0.003
U01DK061728,1,0.003
U01DK061730,1,0.003
U01DK061731,1,0.003
U01DK061732,1,0.003
U01DK061737,1,0.003
U01DK061738,1,0.003
U01DK066143,1,0.003
U01DK082179,1,0.003
U01DK082189,1,0.003
U01DK082218,1,0.003
U01DK082222,1,0.003
U01DK082232,1,0.003
U01DK082236,1,0.003
U01DK082240,1,0.003
U01DK085526,1,0.003
U01DK085545,1,0.003
U01DK094418,1,0.003
U01DK094463,1,0.003
U01DK094467,1,0.003
U01DK099877,1,0.003
U01DK099924,1,0.003
U01DK099933,1,0.003
U01DK105535,1,0.003
U01DK57292-05,1,0.003
U01DK61713,1,0.003
U01DK61718,1,0.003
U01DK61728,1,0.003
U01DK61730,1,0.003
U01DK61731,1,0.003
U01DK61732,1,0.003
U01DK61737,1,0.003
U01DK61738,1,0.003
U01DK66555,1,0.003
U01ES012770,1,0.003
U01ES012771,1,0.003
U01ES019453,1,0.003
U01ES019454,1,0.003
U01ES019457,1,0.003
U01GM61374,1,0.003
U01HD032632,1,0.003
U01HD086861,1,0.003
U01HG 004790,1,0.003
U01HG004399,1,0.003
U01HG004610,1,0.003
U01HG004801-01,1,0.003
U01HG006828,1,0.003
U01HG006830,1,0.003
U01HG007376,1,0.003
U01HG007397,1,0.003
U01HG007416,1,0.003
U01HG007417,1,0.003
U01HG007419,1,0.003
U01HG007436,1,0.003
U01HG007437-04,1,0.003
U01HG08672-01,1,0.003
U01HG6379,1,0.003
U01HG8657,1,0.003
U01HG8664,1,0.003
U01HG8666,1,0.003
U01HG8672,1,0.003
U01HG8673,1,0.003
U01HG8676,1,0.003
U01HG8679,1,0.003
U01HG8680,1,0.003
U01HG8684,1,0.003
U01HG8685,1,0.003
U01HG8701,1,0.003
U01HL-41642,1,0.003
U01HL-41652,1,0.003
U01HL-41654,1,0.003
U01HL054463,1,0.003
U01HL054464,1,0.003
U01HL072494,1,0.003
U01HL072524,1,0.003
U01HL075232,1,0.003
U01HL075407,1,0.003
U01HL075408,1,0.003
U01HL075409,1,0.003
U01HL075415,1,0.003
U01HL075416,1,0.003
U01HL075417,1,0.003
U01HL075419,1,0.003
U01HL075420,1,0.003
U01HL079156,1,0.003
U01HL083141,1,0.003
U01HL084706,1,0.003
U01HL089856,1,0.003
U01HL089897,1,0.003
U01HL091528,1,0.003
U01HL096720,1,0.003
U01HL096770,1,0.003
U01HL100405,1,0.003
U01HL105270-06,1,0.003
U01HL108642-01,1,0.003
U01HL117006-01A1,1,0.003
U01HL117709,1,0.003
U01HL119178-01,1,0.003
U01HL125215,1,0.003
U01HL138647,1,0.003
U01HL142099,1,0.003
U01HL53931,1,0.003
U01HL53938,1,0.003
U01HL53940,1,0.003
U01HL64360,1,0.003
U01HL649141,1,0.003
U01HL649241,1,0.003
U01HL65520,1,0.003
U01HL65521,1,0.003
U01HL66857,1,0.003
U01HL66858,1,0.003
U01HL72518,1,0.003
U01MD010550,1,0.003
U01MH082830,1,0.003
U01MH083501,1,0.003
U01NSO41588,1,0.003
U01OH010712,1,0.003
U07 CCU 706145-01,1,0.003
U07 CCU 706145-05-1,1,0.003
U07/CCU507126,1,0.003
U0IHG007278,1,0.003
U1 NR04061,1,0.003
U10,1,0.003
U10 AA025286,1,0.003
U10 DA24117,1,0.003
U10 DA24118,1,0.003
U10 DA24119,1,0.003
U10 DA24128,1,0.003
U10 EY017281-01A1,1,0.003
U10 EY017387-01A1,1,0.003
U10 HD038992,1,0.003
U10 HD21364,1,0.003
U10 HD21373,1,0.003
U10 HD21397,1,0.003
U10 HD21415,1,0.003
U10 HD27851,1,0.003
U10 HD27856,1,0.003
U10 HD27880,1,0.003
U10 HD34216,1,0.003
U10 HD40461,1,0.003
U10 HD40492,1,0.003
U10 HD40689,1,0.003
U10 HD42638,1,0.003
U10 HD53089,1,0.003
U10 HD53109,1,0.003
U10 HD53119,1,0.003
U10 HD53124,1,0.003
U10 HL054471,1,0.003
U10 HL054471-05,1,0.003
U10 HL098103,1,0.003
U10 HL098177,1,0.003
U10 HL109086-04,1,0.003
U10 HL109146,1,0.003
U10 HL109152,1,0.003
U10 HL109172,1,0.003
U10 HL109257,1,0.003
U10 HL110262,1,0.003
U10 HL119989,1,0.003
U10 HL119990,1,0.003
U10 HL119991,1,0.003
U10 HL119993,1,0.003
U10 HL120006,1,0.003
U10 HL120018,1,0.003
U10 HL120019,1,0.003
U10 HL120034,1,0.003
U10 HL54481,1,0.003
U10 HL54497,1,0.003
U10-HL54457,1,0.003
U10-OH008242,1,0.003
U10-OH008243,1,0.003
U1032005,1,0.003
U105292687,1,0.003
U105960389,1,0.003
U106179473,1,0.003
U10DA015815,1,0.003
U10EY 008067,1,0.003
U10EY008052,1,0.003
U10EY008057,1,0.003
U10HL074225,1,0.003
U10HL120034,1,0.003
U123092720,1,0.003
U1402226,1,0.003
U1403221,1,0.003
U1475000004,1,0.003
U1501222,1,0.003
U1503223,1,0.003
U1606403,1,0.003
U18 DP006255,1,0.003
U1804284,1,0.003
U18DP000247-06A1,1,0.003
U18DP002708,1,0.003
U18DP002710-01,1,0.003
U18DP002714,1,0.003
U18DP003350,1,0.003
U19 AG 051426,1,0.003
U19 AI 095227,1,0.003
U19 AI038429,1,0.003
U19 AI082714,1,0.003
U19 AI106683,1,0.003
U19 HL065962,1,0.003
U19 HL065962-10,1,0.003
U19 HL069757,1,0.003
U19 HL91179,1,0.003
U19 HL91179-01,1,0.003
U19 MH106434,1,0.003
U19 OH008857,1,0.003
U19-AI077439,1,0.003
U19AG051426,1,0.003
U19AG063893,1,0.003
U19AI38429,1,0.003
U19HL065962,1,0.003
U19HL091179,1,0.003
U1D/DTP/00447/2013,1,0.003
U24 AA020794,1,0.003
U24 AG05964,1,0.003
U24 DA012390,1,0.003
U24 DK059630,1,0.003
U24 DK059637,1,0.003
U24 DK097154/DK/NIDDK,1,0.003
U24 HL141762,1,0.003
U24 NS051869,1,0.003
U24-AA020794,1,0.003
U24-AA022002,1,0.003
U24-AG047867,1,0.003
U24AA020778,1,0.003
U24AA020779,1,0.003
U24AA020794,1,0.003
U24AG02188,1,0.003
U24CA055727,1,0.003
U24DA12390-04,1,0.003
U24MD006939,1,0.003
U24MH100931,1,0.003
U2CEB021881,1,0.003
U2CES026561,1,0.003
U32/CCU122687-05,1,0.003
U32CCU-403318,1,0.003
U36/CCU300430-23,1,0.003
U36/CCU319276,1,0.003
U38OT000143-04,1,0.003
U41HG006834,1,0.003
U41HG007050,1,0.003
U41HG007050-01S1,1,0.003
U41HG009650,1,0.003
U45 ES006173,1,0.003
U48 CCU 115802,1,0.003
U48 CCU619515,1,0.003
U48 DP000055,1,0.003
U48 DP000056,1,0.003
U48 DP00036-03,1,0.003
U48 PD 000064-01,1,0.003
U48-CCU115807,1,0.003
U48-DP-001936,1,0.003
U48-DP001915,1,0.003
U48/CCU 115807,1,0.003
U48/CCU 409664,1,0.003
U48/CCU 909706,1,0.003
U48/CCU009654-06,1,0.003
U48/CCU309674-01,1,0.003
U48/CCU409664-07,1,0.003
U48/CCU419249,1,0.003
U48/CCU519239,1,0.003
U48/CCU710806,1,0.003
U48/CCU819241-3,1,0.003
U48/CCU915773,1,0.003
U48/CCU919219,1,0.003
U48/DP 00064-00S1,1,0.003
U48/DP000056,1,0.003
U48/DP00064,1,0.003
U48/DP00064-00S1,1,0.003
U48/DP001903,1,0.003
U48/DP001946,1,0.003
U48DP000026,1,0.003
U48DP000064-1,1,0.003
U48DP001922,1,0.003
U48DP001946,1,0.003
U48DP005008,1,0.003
U49 CE000740,1,0.003
U50 CCU915546,1,0.003
U50/ATU473215,1,0.003
U50/CCU216543,1,0.003
U50/CCU300860,1,0.003
U50/CCU403427-02,1,0.003
U50/CCU52205,1,0.003
U50/CCU913241,1,0.003
U54,1,0.003
U54 (Hopkins CA091409),1,0.003
U54 (Howard CA091431),1,0.003
U54 AG052427,1,0.003
U54 AR052646,1,0.003
U54 CA116848,1,0.003
U54 CA116848-02,1,0.003
U54 CA116849-050003,1,0.003
U54 CA116867,1,0.003
U54 CA132379,1,0.003
U54 CA132384,1,0.003
U54 CA153459,1,0.003
U54 CA153461,1,0.003
U54 CA153502,1,0.003
U54 CA154253,1,0.003
U54 CA155435-01,1,0.003
U54 CA156735,1,0.003
U54 CA163004,1,0.003
U54 CA163060,1,0.003
U54 CA202995,1,0.003
U54 CA202997,1,0.003
U54 CA203000,1,0.003
U54 DA031659,1,0.003
U54 DE014261,1,0.003
U54 DE014261-01,1,0.003
U54 DE014264,1,0.003
U54 DE014264-04S2,1,0.003
U54 DE14264-02,1,0.003
U54 GM069338,1,0.003
U54 GM104941,1,0.003
U54 HD 28934,1,0.003
U54 HD012303,1,0.003
U54 HD018185,1,0.003
U54 HD018185-160001,1,0.003
U54 HD044315,1,0.003
U54 HD079123,1,0.003
U54 HD083211,1,0.003
U54 HD090257,1,0.003
U54 HD29834,1,0.003
U54 HD41748,1,0.003
U54 HG003067,1,0.003
U54 HG003273,1,0.003
U54 HG007963,1,0.003
U54 HL119145,1,0.003
U54 LM008748,1,0.003
U54 MD 007587-03,1,0.003
U54 MD000214,1,0.003
U54 MD004811,1,0.003
U54 MD007588,1,0.003
U54 MD008173,1,0.003
U54 MD010711,1,0.003
U54 NS081760,1,0.003
U54 NS100717,1,0.003
U54 OH010162,1,0.003
U54 RR 019234,1,0.003
U54 RR0-20278,1,0.003
U54 RR020278-01,1,0.003
U54 RR022762,1,0.003
U54 RR026137,1,0.003
U54 RR026139,1,0.003
U54 RR026140/MD007593,1,0.003
U54 RR033176,1,0.003
U54-GM104941,1,0.003
U54-HL119893,1,0.003
U54-RR020278,1,0.003
U54131914,1,0.003
U54CA1164849,1,0.003
U54CA116847,1,0.003
U54CA119338,1,0.003
U54CA132379,1,0.003
U54CA132384,1,0.003
U54CA153461-0452,1,0.003
U54CA153505,1,0.003
U54CA189222,1,0.003
U54CA202995,1,0.003
U54CA202997,1,0.003
U54CA203000,1,0.003
U54CA96297,1,0.003
U54DEO19261,1,0.003
U54GM115371,1,0.003
U54GM115516,1,0.003
U54HG004028,1,0.003
U54HG006504,1,0.003
U54HG006938,1,0.003
U54LM008748,1,0.003
U54MD000538-15,1,0.003
U54MD006882,1,0.003
U54MD007584,1,0.003
U54MD007587,1,0.003
U54MD012523,1,0.003
U54NS092089,1,0.003
U54NS39405,1,0.003
U54RR022762,1,0.003
U54RR026138,1,0.003
U54RR026139-01A1,1,0.003
U54TR000017-06,1,0.003
U54TR001356,1,0.003
U55/CCR921930-02,1,0.003
U55/CCU721904-01,1,0.003
U56 CA92077-02,1,0.003
U57/CCU706744-09,1,0.003
U58/CCU019235-4,1,0.003
U58/CCU022779-04,1,0.003
U58/CCU700950-16/17,1,0.003
U58/CCU722795-03,1,0.003
U58DP003668,1,0.003
U58DP003862-01,1,0.003
U58DP0058510305,1,0.003
U59/CCU922471-01-2,1,0.003
U59/CCU923264-04,1,0.003
U60/OH008490,1,0.003
U62 CCU202061-16,1,0.003
U62/CCU323468-01,1,0.003
U628,1,0.003
U64/CCU106795,1,0.003
U64/CCU204582,1,0.003
U64/CCU206798,1,0.003
U64/CCU306802,1,0.003
U64/CCU404539,1,0.003
U64/CCU506831,1,0.003
U64/CCU904453,1,0.003
U75/CCU710667-04/05,1,0.003
UA/Tilman SA UA C131092,1,0.003
UA6MC30375,1,0.003
UC4 DK104211,1,0.003
UCSF CTSA UL1 RR-024131,1,0.003
UCSF-CTSI UL1 RR024131,1,0.003
UF4MC26525,1,0.003
UFI 11/04,1,0.003
UG1DA013732,1,0.003
UG3 OD-023349,1,0.003
UG3 OD023189,1,0.003
UG3OD023286,1,0.003
UG3OD023288,1,0.003
UG3OD02332,1,0.003
UG3OD023320,1,0.003
UH1HL073461,1,0.003
UH2HL123876,1,0.003
UH2HL125122,1,0.003
UH2NS100599,1,0.003
UH2TR000921,1,0.003
UH3-TR000901,1,0.003
UH3HD087979-04S1,1,0.003
UH3OD023320,1,0.003
UH3TR00943-01,1,0.003
UHD44207,1,0.003
UIC201714,1,0.003
UID 86895,1,0.003
UID/DTP/04138/2013,1,0.003
UID/DTP/04750/2019,1,0.003
UID/DTP/047507/2013,1,0.003
UID/IC/4255/2013,1,0.003
UID/MAT/00144/2013,1,0.003
UID/MULTI/04378/2013 - POCI/01/0145/FEDER/007728,1,0.003
UID/NEU/04539/2013,1,0.003
UID/PSI/01662/2013,1,0.003
UID/SOC/04521/2013,1,0.003
UIDB/00447/2020,1,0.003
UJ2MC31074,1,0.003
UKM FF-043-2002,1,0.003
UKM-GUP-2011-300,1,0.003
UL 1 TR000040,1,0.003
UL 1RR024992,1,0.003
UL 1RR025777,1,0.003
UL 1RR029876,1,0.003
UL GM118985,1,0.003
UL RR025 752,1,0.003
UL-1-TR000124,1,0.003
UL-1-TR000153,1,0.003
UL-1-TR000439,1,0.003
UL-1TR001108,1,0.003
UL-1TR001881-01,1,0.003
UL-RR-024156,1,0.003
UL01-HL-41654,1,0.003
UL01HL41654,1,0.003
UL1,1,0.003
UL1 GM118985,1,0.003
UL1 RR 024134,1,0.003
UL1 RR-024139,1,0.003
UL1 RR-024150,1,0.003
UL1 RR-024989,1,0.003
UL1 RR-025005,1,0.003
UL1 RR-025780,1,0.003
UL1 RR0241,1,0.003
UL1 RR024128,1,0.003
UL1 RR024128-01,1,0.003
UL1 RR02413,1,0.003
UL1 RR024131-07,1,0.003
UL1 RR024146-02,1,0.003
UL1 RR024156-010004,1,0.003
UL1 RR024975,1,0.003
UL1 RR024975/TR000445,1,0.003
UL1 RR025011-05,1,0.003
UL1 RR025680,1,0.003
UL1 RR025741,1,0.003
UL1 RR025744,1,0.003
UL1 RR025747,1,0.003
UL1 RR025750,1,0.003
UL1 RR025752,1,0.003
UL1 RR025761,1,0.003
UL1 RR025767,1,0.003
UL1 RR026314,1,0.003
UL1 RR029876,1,0.003
UL1 RR029884,1,0.003
UL1 RR033173,1,0.003
UL1 RR033183,1,0.003
UL1 RR25008,1,0.003
UL1 RR25744,1,0.003
UL1 TR 002389,1,0.003
UL1 TR-000127,1,0.003
UL1 TR000003,1,0.003
UL1 TR000041,1,0.003
UL1 TR000093,1,0.003
UL1 TR000100,1,0.003
UL1 TR000117,1,0.003
UL1 TR000142,1,0.003
UL1 TR000423,1,0.003
UL1 TR000424,1,0.003
UL1 TR000455,1,0.003
UL1 TR000457,1,0.003
UL1 TR0005,1,0.003
UL1 TR001067,1,0.003
UL1 TR001073,1,0.003
UL1 TR001085,1,0.003
UL1 TR001120,1,0.003
UL1 TR001409,1,0.003
UL1 TR001420,1,0.003
UL1 TR001439,1,0.003
UL1 TR001872,1,0.003
UL1 TR001873,1,0.003
UL1 TR001881,1,0.003
UL1 TR002014,1,0.003
UL1 TR002243,1,0.003
UL1 TR002373,1,0.003
UL1 TR002489,1,0.003
UL1 TR002548,1,0.003
UL1 TR00423,1,0.003
UL1 TR442,1,0.003
UL1-DE019586,1,0.003
UL1-RR-024134,1,0.003
UL1-RR-024139,1,0.003
UL1-RR-024153,1,0.003
UL1-RR-029882,1,0.003
UL1-RR-24134,1,0.003
UL1-RR0025005,1,0.003
UL1-RR024131,1,0.003
UL1-RR024134,1,0.003
UL1-RR024139,1,0.003
UL1-RR024156,1,0.003
UL1-RR024975,1,0.003
UL1-RR024996,1,0.003
UL1-RR025758,1,0.003
UL1-RR025764,1,0.003
UL1-RR025777,1,0.003
UL1-TR-025005,1,0.003
UL1-TR000005,1,0.003
UL1-TR000124,1,0.003
UL1-TR000424,1,0.003
UL1-TR000430,1,0.003
UL1-TR000445,1,0.003
UL1-TR000454,1,0.003
UL1-TR001430,1,0.003
UL1DE019584,1,0.003
UL1RR024128,1,0.003
UL1RR024139,1,0.003
UL1RR024143,1,0.003
UL1RR024160,1,0.003
UL1RR024992,1,0.003
UL1RR024996,1,0.003
UL1RR024999,1,0.003
UL1RR025014,1,0.003
UL1RR025767,1,0.003
UL1RR025780,1,0.003
UL1RR029876,1,0.003
UL1RR029884,1,0.003
UL1RR029890,1,0.003
UL1RR029893,1,0.003
UL1RR031982,1,0.003
UL1RR031986,1,0.003
UL1RR033173,1,0.003
UL1TR 000058,1,0.003
UL1TR-001082,1,0.003
UL1TR-001108,1,0.003
UL1TR-001420,1,0.003
UL1TR-001855,1,0.003
UL1TR-001857,1,0.003
UL1TR-001863,1,0.003
UL1TR000001,1,0.003
UL1TR000006,1,0.003
UL1TR000038,1,0.003
UL1TR000039,1,0.003
UL1TR00005,1,0.003
UL1TR000050 KL2,1,0.003
UL1TR000067,1,0.003
UL1TR00007,1,0.003
UL1TR000071,1,0.003
UL1TR000101,1,0.003
UL1TR000130,1,0.003
UL1TR000142,1,0.003
UL1TR000150,1,0.003
UL1TR000154,1,0.003
UL1TR000423,1,0.003
UL1TR000436,1,0.003
UL1TR000448,1,0.003
UL1TR000457,1,0.003
UL1TR001067,1,0.003
UL1TR001079,1,0.003
UL1TR001086,1,0.003
UL1TR001102,1,0.003
UL1TR001111,1,0.003
UL1TR001412,1,0.003
UL1TR001414,1,0.003
UL1TR001427,1,0.003
UL1TR001430,1,0.003
UL1TR001436,1,0.003
UL1TR001857,1,0.003
UL1TR001858,1,0.003
UL1TR001860,1,0.003
UL1TR001872,1,0.003
UL1TR001881-01,1,0.003
UL1TR002003,1,0.003
UL1TR002243,1,0.003
UL1TR002345,1,0.003
UL1TR002366,1,0.003
UL1TR002369,1,0.003
UL1TR002373,1,0.003
UL1TR002378,1,0.003
UL1TR002544,1,0.003
UL1TR002553,1,0.003
UL1TR002556-01,1,0.003
ULI RR024153,1,0.003
ULI-RR-024134,1,0.003
ULI-RR-024986,1,0.003
ULIRR024134,1,0.003
ULIRR025005,1,0.003
ULIRR025747,1,0.003
ULITR001108,1,0.003
ULRR024131,1,0.003
ULTR000001,1,0.003
ULl-TR000430,1,0.003
UM.C/625/1/HIR/MOHE/CHAN/03,1,0.003
UM1 AI035043,1,0.003
UM1 AI068619,1,0.003
UM1 CA164973,1,0.003
UM1 CA173640,1,0.003
UM1 CA176276,1,0.003
UM1 CA18610,1,0.003
UM1 CM 82883,1,0.003
UM1-AI120197,1,0.003
UM1-CA-1-82876,1,0.003
UM1-CA-173640,1,0.003
UM1-CA-182910,1,0.003
UM1-CA164917,1,0.003
UM1-CA182913,1,0.003
UM1AI035043,1,0.003
UM1AI069465,1,0.003
UM1CA164973,1,0.003
UM1CA167552,1,0.003
UM1CA182934,1,0.003
UM1DK100845,1,0.003
UM1DK100846,1,0.003
UM1DK100866,1,0.003
UM1DK100867,1,0.003
UM1DK100876,1,0.003
UM1HG008895,1,0.003
UMC MO-VMFC0018,1,0.003
UMO-2011/01/M/NZ9/06836,1,0.003
UMO-2013/11/13/NZ4/03832,1,0.003
UMO-2015/19/BNZ7/00410,1,0.003
UMO-2016/22/E/NZ5/00647,1,0.003
UMQUB2A-2011,1,0.003
UMQUB3D-2011,1,0.003
UNCE204010,1,0.003
UNKP-17-3-III-PTE-315,1,0.003
UNKP-17-4 -I.-PTE-311,1,0.003
UNKP-17-4-I-PTE-76,1,0.003
UNKP-17-4-III-PTE-93,1,0.003
UNKP-18-4-SE-33,1,0.003
UNKP17-3 -I.-PTE-173,1,0.003
UO1 AA0026976,1,0.003
UO1 AG18820,1,0.003
UO1 AG18832,1,0.003
UO1 AG18947,1,0.003
UO1 AG19069,1,0.003
UO1 CA58420,1,0.003
UO1 DK 061732,1,0.003
UO1 DK 35073,1,0.003
UO1 HL/17887,1,0.003
UO1 HL/17889,1,0.003
UO1 HL/17890,1,0.003
UO1 HL/17892,1,0.003
UO1 HL/17902,1,0.003
UO1 HL41166,1,0.003
UO1 HL56563,1,0.003
