Accession_Number,DOI,Pubmed_ID,Article_Title,Link,Authors,Source,Research_Area,Document Type,Volume,Issue,Pages,Publication_Date,Times_Cited,Journal_Expected_Citations,Category_Expected_Citations,Journal_Normalized_Citation_Impact,Category_Normalized_Citation_Impact,Percentile_in_Subject_Area,Journal_Impact_Factor
WOS:000330462900007,10.1097/gme.0b013e31827f06c2,MEDLINE:23422869,Antral follicle count predicts natural menopause in a population-based sample: the Coronary Artery Risk Development in Young Adults Women's Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000330462900007,"Wellons, Melissa F.; Bates, Gordon Wright; Schreiner, Pamela J.; Siscovick, David S.; Sternfeld, Barbara; Lewis, Cora E.",MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,OBSTETRICS & GYNECOLOGY,Article,20,8,825-830,2013,18,18.246575,14.47,0.99,1.2441,24.707,3.305
WOS:000329117900126,10.1371/journal.pone.0085141,MEDLINE:24386458,The Neighborhood Energy Balance Equation: Does Neighborhood Food Retail Environment plus Physical Activity Environment = Obesity? The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000329117900126,"Boone-Heinonen, Janne; Diez-Roux, Ana V.; Goff, David C.; Loria, Catherine M.; Kiefe, Catarina I.; Popkin, Barry M.; Gordon-Larsen, Penny",PLOS ONE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,8,12,n/a,2013,36,22.49151,15.26,1.6,2.3586,8.6549,2.74
WOS:000315928700035,10.2337/dc12-1359,MEDLINE:23160723,"Association of Electrocardiographically Determined Left Ventricular Mass With Incident Diabetes, 1985-1986 to 2010-2011 Coronary Artery Risk Development in Young Adults (CARDIA) study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000315928700035,"Carnethon, Mercedes R.; Ning, Hongyan; Soliman, Elsayed Z.; Lewis, Cora E.; Schreiner, Pamela J.; Sidney, Stephen; Loyd-Jones, Donald M.",DIABETES CARE,ENDOCRINOLOGY & METABOLISM,Article,36,3,645-647,2013,4,56.718494,23.97,0.07,0.1669,85.7632,16.019
WOS:000312881600004,10.1093/aje/kws224,MEDLINE:23211639,"Prevalence, Prospective Risk Markers, and Prognosis Associated With the Presence of Left Ventricular Diastolic Dysfunction in Young Adults The Coronary Artery Risk Development in Young Adults Study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000312881600004,"Desai, Chintan S.; Colangelo, Laura A.; Liu, Kiang; Jacobs, David R., Jr.; Cook, Nakela L.; Lloyd-Jones, Donald M.; Ogunyankin, Kofo O.",AMERICAN JOURNAL OF EPIDEMIOLOGY,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,177,1,20-32,2013,14,35.227425,15.26,0.4,0.9172,33.445,4.526
WOS:000325634200091,10.1073/pnas.1315458110,MEDLINE:24062432,"Childhood abuse, parental warmth, and adult multisystem biological risk in the Coronary Artery Risk Development in Young Adults study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000325634200091,"Carroll, Judith E.; Gruenewald, Tara L.; Taylor, Shelley E.; Janicki-Deverts, Denise; Matthews, Karen A.; Seeman, Teresa E.",PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,"PSYCHOLOGY, MULTIDISCIPLINARY",Article,110,42,17149-17153,2013,76,69.343165,16.29,1.1,4.666,3.3496,9.412
WOS:000322617800013,10.1164/rccm.201303-0457OC,MEDLINE:23905525,Body Mass Index Is a Stronger Predictor than the Metabolic Syndrome for Future Asthma in Women The Longitudinal CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000322617800013,"Assad, Nour; Qualls, Clifford; Smith, Lewis J.; Arynchyn, Alex; Thyagarajan, Bharat; Schuyler, Mark; Jacobs, David R., Jr.; Sood, Akshay",AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,RESPIRATORY SYSTEM; CRITICAL CARE MEDICINE,Article,188,3,319-326,2013,26,85.851711,23.6,0.3,1.1015,22.11,17.452
WOS:000322487000031,10.1002/oby.20133,MEDLINE:23666593,Changes in Weight and Health Behaviors After Pregnancies Complicated by Gestational Diabetes Mellitus: The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000322487000031,"Bennett, Wendy L.; Liu, Su-Hsun; Yeh, Hsin-Chieh; Nicholson, Wanda K.; Gunderson, Erica P.; Lewis, Cora E.; Clark, Jeanne M.",OBESITY,NUTRITION & DIETETICS; ENDOCRINOLOGY & METABOLISM,Article,21,6,1269-1275,2013,16,25.768212,21.62,0.62,0.7402,42.5375,3.742
WOS:000334092200017,10.1016/j.neuro.2014.02.003,MEDLINE:24560993,Selenium exposure and depressive symptoms: The Coronary Artery Risk Development in Young Adults Trace Element Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000334092200017,"Colangelo, Laura A.; He, Ka; Whooley, Mary A.; Daviglus, Martha L.; Morris, Steven; Liu, Kiang",NEUROTOXICOLOGY,PHARMACOLOGY & PHARMACY; TOXICOLOGY; NEUROSCIENCES,Article,41,n/a,167-174,2014,11,19.196721,16.34,0.57,0.6734,45.9559,3.105
WOS:000344036500001,10.5993/AJHB.38.5.1,MEDLINE:24933133,Relationship between Perceived Discrimination and Sedentary Behavior in Adults,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000344036500001,"Womack, Veronica Y.; Ning, Hongyan; Lewis, Cora E.; Loucks, Eric B.; Puterman, Eli; Reis, Jared; Siddique, Juned; Sternfeld, Barbara; Van Horn, Linda; Carnethon, Mercedes R.",AMERICAN JOURNAL OF HEALTH BEHAVIOR,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,38,5,641-649,2014,9,10.145833,13.55,0.89,0.664,46.1572,1.224
WOS:000345219200011,10.1179/2045772313Y.0000000180,MEDLINE:24621049,Dietary intake and adherence to the 2010 Dietary Guidelines for Americans among individuals with chronic spinal cord injury: A pilot study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000345219200011,"Lieberman, Jesse; Goff, David, Jr.; Hammond, Flora; Schreiner, Pamela; Norton, H. James; Dulin, Michael; Zhou, Xia; Steffen, Lyn",JOURNAL OF SPINAL CORD MEDICINE,CLINICAL NEUROLOGY,Article,37,6,751-757,2014,11,9.173913,17.13,1.2,0.6422,48.0408,1.816
WOS:000337569200025,10.1111/add.12561,MEDLINE:24690003,Change in physical activity after smoking cessation: the Coronary Artery Risk Development in Young Adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000337569200025,"Auer, Reto; Vittinghoff, Eric; Kiefe, Catarina; Reis, Jared P.; Rodondi, Nicolas; Khodneva, Yulia A.; Kertesz, Stefan G.; Cornuz, Jacques; Pletcher, Mark J.",ADDICTION,SUBSTANCE ABUSE; PSYCHIATRY,Article,109,7,1172-1183,2014,10,30.865169,16.47,0.32,0.6073,52.0115,6.343
WOS:000344080200010,10.3109/02770903.2014.930480,MEDLINE:24894742,Reliability in reporting asthma history and age at asthma onset,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000344080200010,"Mirabelli, Maria C.; Beavers, Suzanne F.; Flanders, W. Dana; Chatterjee, Arjun B.",JOURNAL OF ASTHMA,RESPIRATORY SYSTEM; ALLERGY,Article,51,9,956-963,2014,14,10.649635,19.86,1.31,0.7051,39.6087,1.899
WOS:000330253900030,10.1016/j.amjcard.2013.08.052,MEDLINE:24176073,Relation of Left Ventricular Mass at Age 23 to 35 Years to Global Left Ventricular Systolic Function 20 Years Later (from the Coronary Artery Risk Development in Young Adults Study),https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000330253900030,"Kishi, Satoru; Armstrong, Anderson C.; Gidding, Samuel S.; Jacobs, David R., Jr.; Sidney, Stephen; Lewis, Cora E.; Schreiner, Pamela J.; Liu, Kiang; Lima, Joao A. C.",AMERICAN JOURNAL OF CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,113,2,377-383,2014,8,17.214744,20.12,0.46,0.3975,56.2061,2.57
WOS:000341483200021,10.1016/j.sleep.2014.05.021,MEDLINE:25037841,"Objective sleep, a novel risk factor for alterations in kidney function: the CARDIA study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000341483200021,"Petrov, Megan E.; Kim, Yongin; Lauderdale, Diane S.; Lewis, Cora E.; Reis, Jared P.; Carnethon, Mercedes R.; Knutson, Kristen L.; Glasser, Stephen P.",SLEEP MEDICINE,CLINICAL NEUROLOGY,Article,15,9,1140-1146,2014,19,21.245283,17.13,0.89,1.1093,28.1317,3.038
WOS:000332531800060,10.1016/j.ijcard.2014.01.003,MEDLINE:24507735,Framingham score and LV mass predict events in young adults: CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000332531800060,"Armstrong, Anderson C.; Jacobs, David R., Jr.; Gidding, Samuel S.; Colangelo, Laura A.; Gjesdal, Ola; Lewis, Cora E.; Bibbins-Domingo, Kirsten; Sidney, Stephen; Schreiner, Pamela J.; Williams, O. D.; Goff, David C., Jr.; Liu, Kiang; Lima, Joao A. C.",INTERNATIONAL JOURNAL OF CARDIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,172,2,350-355,2014,40,17.875519,20.12,2.24,1.9876,10.4759,3.229
WOS:000345527200019,10.1016/j.healthplace.2014.08.011,MEDLINE:25280107,Neighborhood socioeconomic status and food environment: A 20-year longitudinal latent class analysis among CARDIA participants,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000345527200019,"Richardson, Andrea S.; Meyer, Katie A.; Howard, Annie Green; Boone-Heinonen, Janne; Popkin, Barry M.; Evenson, Kelly R.; Kiefe, Catarina I.; Lewis, Cora E.; Gordon-Larsen, Penny",HEALTH & PLACE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",Article,30,n/a,145-153,2014,25,18.080882,13.55,1.38,1.8445,12.9247,3.29
WOS:000337688000009,10.1249/MSS.0b013e3182a4df33,MEDLINE:23863618,Sedentary Screen Time and Left Ventricular Structure and Function: The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000337688000009,"Gibbs, Bethany Barone; Reis, Jared P.; Schelbert, Erik B.; Craft, Lynette L.; Sidney, Steve; Lima, Joao; Lewis, Cora E.",MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,SPORT SCIENCES,Article,46,2,276-283,2014,11,25.448529,14.04,0.43,0.7837,44.781,4.029
WOS:000342411000951,10.1016/j.atherosclerosis.2014.05.962,MEDLINE:24956534,Associations between nonalcoholic fatty liver disease and subclinical atherosclerosis in middle-aged adults: The Coronary Artery Risk Development in Young Adults Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000342411000951,"VanWagner, Lisa B.; Ning, Hongyan; Lewis, Cora E.; Shay, Christina M.; Wilkins, John; Carr, J. Jeffrey; Terry, James G.; Lloyd-Jones, Donald M.; Jacobs, David R., Jr.; Carnethon, Mercedes R.",ATHEROSCLEROSIS,PERIPHERAL VASCULAR DISEASE; CARDIAC & CARDIOVASCULAR SYSTEMS,Article,235,2,599-605,2014,75,18.537585,20.56,4.05,3.6479,3.825,3.919
WOS:000337707600006,10.1161/CIRCEP.113.000874,MEDLINE:24759868,"Clinical Characteristics and Outcomes Associated With the Natural History of Early Repolarization in a Young, Biracial Cohort Followed to Middle Age The Coronary Artery Risk Development in Young Adults (CARDIA) Study",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000337707600006,"Ilkhanoff, Leonard; Soliman, Elsayed Z.; Prineas, Ronald J.; Walsh, Joseph A., III; Ning, Hongyan; Liu, Kiang; Carr, J. Jeffrey; Jacobs, David R., Jr.; Lloyd-Jones, Donald M.",CIRCULATION-ARRHYTHMIA AND ELECTROPHYSIOLOGY,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,7,3,392-399,2014,13,27.77305,20.12,0.47,0.646,40.268,4.393
WOS:000333429500013,10.1053/j.ajkd.2013.10.055,MEDLINE:24295611,Body Mass Index and Early Kidney Function Decline in Young Adults: A Longitudinal Analysis of the CARDIA (Coronary Artery Risk Development in Young Adults) Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000333429500013,"Grubbs, Vanessa; Lin, Feng; Vittinghoff, Eric; Shlipak, Michael G.; Peralta, Carmen A.; Bansal, Nisha; Jacobs, David R.; Siscovick, David S.; Lewis, Cora E.; Bibbins-Domingo, Kirsten",AMERICAN JOURNAL OF KIDNEY DISEASES,UROLOGY & NEPHROLOGY,Article,63,4,590-597,2014,40,33.204301,14.4,1.2,2.7772,7.2664,6.618
WOS:000344849400022,10.1002/oby.20865,MEDLINE:25124342,Association of the Degree of Adiposity and Duration of Obesity with Measures of Cardiac Structure and Function: The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000344849400022,"Reis, Jared P.; Allen, Norrina; Gibbs, Bethany B.; Gidding, Samuel S.; Lee, Joyce M.; Lewis, Cora E.; Lima, Joao; Lloyd-Jones, Donald; Loria, Catherine M.; Powell-Wiley, Tiffany M.; Sharma, Shishir; Wei, Gina; Liu, Kiang",OBESITY,NUTRITION & DIETETICS; ENDOCRINOLOGY & METABOLISM,Article,22,11,2434-2440,2014,16,23.439353,19.55,0.68,0.8184,39.398,3.742
WOS:000334704000001,10.1186/1465-9921-15-31,MEDLINE:24629024,The vitamin E isoforms alpha-tocopherol and gamma-tocopherol have opposite associations with spirometric parameters: the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000334704000001,"Marchese, Michelle E.; Kumar, Rajesh; Colangelo, Laura A.; Avila, Pedro C.; Jacobs, David R., Jr.; Gross, Myron; Sood, Akshay; Liu, Kiang; Cook-Mills, Joan M.",RESPIRATORY RESEARCH,RESPIRATORY SYSTEM,Article,15,n/a,n/a,2014,24,24.37415,18.43,0.98,1.3022,21.2717,3.924
WOS:000334321100009,10.1161/CIRCULATIONAHA.113.004798,MEDLINE:24687777,Early Adult to Midlife Cardiovascular Risk Factors and Cognitive Function,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000334321100009,"Yaffe, Kristine; Vittinghoff, Eric; Pletcher, Mark J.; Hoang, Tina D.; Launer, Lenore J.; Whitmer, Rachel; Coker, Laura H.; Sidney, Stephen",CIRCULATION,PERIPHERAL VASCULAR DISEASE; CARDIAC & CARDIOVASCULAR SYSTEMS,Article,129,15,1560-1567,2014,102,101.039702,20.56,1.01,4.9612,2.2598,23.603
WOS:000332758400014,10.1111/dme.12387,MEDLINE:24344794,Changes in procoagulants track longitudinally with insulin resistance: findings from the Coronary Artery Risk Development in Young Adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000332758400014,"Klein, O. L.; Okwuosa, T.; Chan, C.; Schreiner, P.; Kanaya, A. M.; Liu, K.; Green, D.",DIABETIC MEDICINE,ENDOCRINOLOGY & METABOLISM,Article,31,4,462-465,2014,9,13.78392,20.9,0.65,0.4305,63.5667,3.083
WOS:000336401500011,10.1016/j.numecd.2013.12.010,MEDLINE:24534074,Diet quality and markers of endothelial function: The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000336401500011,"Sijtsma, F. P. C.; Meyer, K. A.; Steffen, L. M.; Van Horn, L.; Shikany, J. M.; Odegaard, A. O.; Gross, M. D.; Kromhout, D.; Jacobs, D. R., Jr.",NUTRITION METABOLISM AND CARDIOVASCULAR DISEASES,CARDIAC & CARDIOVASCULAR SYSTEMS; NUTRITION & DIETETICS; ENDOCRINOLOGY & METABOLISM,Article,24,6,632-638,2014,23,18.541667,19.74,1.24,1.1652,22.302,3.7
WOS:000337363700011,10.1136/bmjopen-2013-004001,MEDLINE:24384901,Association of early adult modifiable cardiovascular risk factors with left atrial size over a 20-year follow-up period: the CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000337363700011,"Armstrong, Anderson C.; Gidding, Samuel S.; Colangelo, Laura A.; Kishi, Satoru; Liu, Kiang; Sidney, Stephen; Konety, Suma; Lewis, Cora E.; Correia, Luis C. L.; Lima, Joao A. C.",BMJ OPEN,CARDIAC & CARDIOVASCULAR SYSTEMS,Article,4,1,n/a,2014,14,14.98088,20.12,0.93,0.6957,37.6287,2.496
WOS:000329560300013,10.1016/j.addbeh.2013.08.030,MEDLINE:24172753,Relapse among Cigarette Smokers: The CARDIA longitudinal study-1985-2011,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000329560300013,"Caraballo, Ralph S.; Kruger, Judy; Asman, Kat; Pederson, Linda; Widome, Rachel; Kiefe, Catarina I.; Hitsman, Brian; Jacobs, David R., Jr.",ADDICTIVE BEHAVIORS,"PSYCHOLOGY, CLINICAL; SUBSTANCE ABUSE",Article,39,1,101-106,2014,25,18.572414,15.15,1.35,1.6504,17.0076,3.645
WOS:000345443400025,10.1161/ATVBAHA.114.304136,MEDLINE:25359859,Prospective Association of Polycystic Ovary Syndrome With Coronary Artery Calcification and Carotid-Intima-Media Thickness The Coronary Artery Risk Development in Young Adults Women's Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000345443400025,"Calderon-Margalit, Ronit; Siscovick, David; Merkin, Sharon S.; Wang, Erica; Daviglus, Martha L.; Schreiner, Pamela J.; Sternfeld, Barbara; Williams, O. Dale; Lewis, Cora E.; Azziz, Ricardo; Schwartz, Stephen M.; Wellons, Melissa F.",ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,PERIPHERAL VASCULAR DISEASE; HEMATOLOGY,Article,34,12,2688-U218,2014,37,35.055921,20.99,1.06,1.763,12.4806,6.604
WOS:000332224200030,10.1002/oby.20438,MEDLINE:23512948,"Perceived Weight Discrimination in the CARDIA Study: Differences by Race, Sex, and Weight Status",https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000332224200030,"Dutton, Gareth R.; Lewis, Tene T.; Durant, Nefertiti; Halanych, Jewell; Kiefe, Catarina I.; Sidney, Stephen; Kim, Yongin; Lewis, Cora E.",OBESITY,NUTRITION & DIETETICS; ENDOCRINOLOGY & METABOLISM,Article,22,2,530-536,2014,31,23.439353,19.55,1.32,1.5856,16.5696,3.742
WOS:000344402000082,10.1371/journal.pone.0111647,MEDLINE:25368999,Trajectories of Metabolic Syndrome Development in Young Adults,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000344402000082,"Poon, Vivian T. W.; Kuk, Jennifer L.; Ardern, Chris I.",PLOS ONE,ENDOCRINOLOGY & METABOLISM,Article,9,11,n/a,2014,6,18.01703,20.9,0.33,0.287,76.066,2.74
WOS:000335097000014,10.1016/j.psyneuen.2014.02.008,MEDLINE:24703178,Social relationships and their biological correlates: Coronary Artery Risk Development in Young Adults (CARDIA) study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000335097000014,"Seeman, Teresa E.; Gruenewald, Tara L.; Cohen, Sheldon; Williams, David R.; Matthews, Karen A.",PSYCHONEUROENDOCRINOLOGY,PSYCHIATRY; ENDOCRINOLOGY & METABOLISM; NEUROSCIENCES,Article,43,n/a,126-138,2014,19,28.032,19.69,0.68,0.965,29.0743,4.732
WOS:000335366500009,10.1164/rccm.201307-1349OC,MEDLINE:24456492,Depression and Risk of Incident Asthma in Adults The CARDIA Study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000335366500009,"Brunner, Wendy M.; Schreiner, Pamela J.; Sood, Akshay; Jacobs, David R., Jr.",AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,RESPIRATORY SYSTEM; CRITICAL CARE MEDICINE,Article,189,9,1044-1051,2014,31,60.644898,20.25,0.51,1.5311,14.6087,17.452
WOS:000333488900003,10.1016/j.socscimed.2013.12.015,MEDLINE:24581057,Childhood family psychosocial environment and carotid intima media thickness: The CARDIA study,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000333488900003,"Loucks, Eric B.; Taylor, Shelley E.; Polak, Joseph F.; Wilhelm, Aude; Kalra, Preety; Matthews, Karen A.",SOCIAL SCIENCE & MEDICINE,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; SOCIAL SCIENCES, BIOMEDICAL",Article,104,n/a,15-22,2014,10,19.965726,12.73,0.5,0.7853,42.114,3.616
WOS:000330589800022,10.1001/jama.2013.285122,MEDLINE:24496536,Blood Pressure Trajectories in Early Adulthood and Subclinical Atherosclerosis in Middle Age,https://gateway.webofknowledge.com/gateway/Gateway.cgi?GWVersion=2&SrcAuth=InCites&SrcApp=tsm_test&DestApp=WOS_CPL&DestLinkType=FullRecord&KeyUT=ISI:000330589800022,"Allen, Norrina B.; Siddique, Juned; Wilkins, John T.; Shay, Christina; Lewis, Cora E.; Goff, David C.; Jacobs, David R., Jr.; Liu, Kiang; Lloyd-Jones, Donald",JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,PERIPHERAL VASCULAR DISEASE,Article,311,5,490-497,2014,133,171.136612,21.01,0.78,6.3291,1.5445,45.54
